Peak#,X,Y,Phase
5894,774,453,Tpp
5895,988,938,Tpp
5896,746,478,Tpp
5897,243,982,Tpp
5898,354,424,Tpp
5899,180,754,Tpp
5900,617,19,Tpp
5901,668,547,Tpp
5902,276,33,Tpp
5903,372,939,Tpp
5904,803,29,Tpp
5905,144,593,Tpp
5906,942,972,Tpp
5907,1015,198,Tpp
5908,1017,129,Tpp
5909,874,637,Tpp
5910,886,385,Tpp
5911,391,995,Tpp
5912,392,721,Tpp
5913,221,525,Tpp
5914,964,452,Tpp
5915,643,982,Tpp
5916,226,538,Tpp
5917,372,893,Tpp
5918,739,189,Tpp
5919,392,561,Tpp
5920,495,469,Tpp
5921,214,194,Tpp
5922,449,320,Tpp
5923,90,894,Tpp
5924,374,570,Tpp
5925,433,798,Tpp
5926,412,1005,Tpp
5927,585,261,Tpp
5928,961,314,Tpp
5929,353,560,Tpp
5930,131,640,Tpp
5931,398,592,Tpp
5932,437,1004,Tpp
5933,720,569,Tpp
5934,340,216,Tpp
5935,880,258,Tpp
5936,46,218,Tpp
5937,687,514,Tpp
5938,462,893,Tpp
5939,585,492,Tpp
5940,389,787,Tpp
5941,551,1006,Tpp
5942,92,546,Tpp
5943,776,604,Tpp
5944,706,1005,Tpp
5945,367,698,Tpp
5946,591,64,Tpp
5947,798,523,Tpp
5948,285,411,Tpp
5949,219,813,Tpp
5950,561,76,Tpp
5951,541,133,Tpp
5952,158,995,Tpp
5953,668,685,Tpp
5954,79,708,Tpp
5955,386,571,Tpp
5956,456,468,Tpp
5957,452,787,Tpp
5958,348,835,Tpp
5959,644,456,Tpp
5960,893,489,Tpp
5961,546,972,Tpp
5962,270,686,Tpp
5963,848,361,Tpp
5964,669,387,Tpp
5965,777,820,Tpp
5966,964,177,Tpp
5967,861,591,Tpp
5968,923,384,Tpp
5969,13,45,None
5970,924,982,Tpp
5971,419,972,Tpp
5972,374,501,Tpp
5973,912,894,Tpp
5974,930,374,Tpp
5975,150,538,Tpp
5976,852,788,Tpp
5977,141,21,Tpp
5978,633,653,Tpp
5979,314,766,Tpp
5980,920,72,Tpp
5981,196,883,Tpp
5982,776,673,Tpp
5983,351,787,Tpp
5984,181,387,Tpp
5985,168,593,Tpp
5986,968,512,Tpp
5987,182,685,Tpp
5988,489,1005,Tpp
5989,605,42,Tpp
5990,564,868,Tpp
5991,752,260,Tpp
5992,366,930,Tpp
5993,278,309,Tpp
5994,577,319,Tpp
5995,611,493,Tpp
5996,270,319,Tpp
5997,32,311,Tpp
5998,688,191,Tpp
5999,586,995,Tpp
6000,34,559,Tpp
6001,618,501,Tpp
6002,2,137,Tpp
6003,89,982,Tpp
6004,720,524,Tpp
6005,250,80,Tpp
6006,283,388,Tpp
6007,380,905,Tpp
6008,807,683,Tpp
6009,672,674,Tpp
6010,959,27,Tpp
6011,455,560,Tpp
6012,495,1018,Tpp
6013,735,477,Tpp
6014,118,937,None
6015,206,89,Tpp
6016,937,522,Tpp
6017,361,65,Tpp
6018,718,774,Tpp
6019,982,927,Tpp
6020,647,581,Tpp
6021,934,843,Tpp
6022,732,200,Tpp
6023,772,339,Tpp
6024,715,490,Tpp
6025,122,80,Tpp
6026,217,1,Tpp
6027,308,479,Tpp
6028,911,360,Tpp
6029,225,698,Tpp
6030,655,42,Tpp
6031,124,287,Tpp
6032,681,457,Tpp
6033,290,286,Tpp
6034,667,707,Tpp
6035,731,730,Tpp
6036,521,469,Tpp
6037,335,1003,Tpp
6038,19,787,Tpp
6039,913,268,Tpp
6040,771,524,Tpp
6041,700,928,Tpp
6042,424,730,Tpp
6043,463,296,Tpp
6044,19,356,Tpp
6045,185,33,Tpp
6046,606,178,Tpp
6047,755,798,Tpp
6048,360,19,Tpp
6049,900,522,Tpp
6050,443,334,Tpp
6051,701,514,Tpp
6052,22,674,Tpp
6053,379,560,Tpp
6054,670,836,Tpp
6055,265,561,Tpp
6056,411,19,Tpp
6057,475,296,Tpp
6058,552,593,Tpp
6059,848,337,Tpp
6060,354,32,Tpp
6061,923,637,Tpp
6062,431,536,Tpp
6063,395,800,Tpp
6064,836,499,Tpp
6065,356,721,Tpp
6066,96,126,Tpp
6067,604,524,Tpp
6068,240,240,Tpp
6069,797,315,Tpp
6070,835,454,Tpp
6071,431,77,Tpp
6072,559,492,Tpp
6073,285,456,Tpp
6074,321,365,Tpp
6075,21,766,Tpp
6076,617,433,Tpp
6077,695,836,Tpp
6078,425,982,Tpp
6079,558,951,Tpp
6080,772,546,Tpp
6081,159,1017,Tpp
6082,27,367,Tpp
6083,353,310,Tpp
6084,97,766,Tpp
6085,686,604,Tpp
6086,277,333,Tpp
6087,102,776,Tpp
6088,90,22,Tpp
6089,783,614,Tpp
6090,277,516,Tpp
6091,248,928,Tpp
6092,731,1005,Tpp
6093,48,674,Tpp
6094,482,401,Tpp
6095,117,1018,Tpp
6096,28,45,None
6097,1019,396,Tpp
6098,912,983,Tpp
6099,860,222,Tpp
6100,161,332,Tpp
6101,199,217,Tpp
6102,201,356,Tpp
6103,264,378,Tpp
6104,625,100,Tpp
6105,642,938,Tpp
6106,527,1005,Tpp
6107,519,906,Tpp
6108,757,637,Tpp
6109,367,332,Tpp
6110,963,706,Tpp
6111,111,514,Tpp
6112,510,797,Tpp
6113,893,211,Tpp
6114,324,343,Tpp
6115,889,130,Tpp
6116,604,479,Tpp
6117,837,523,Tpp
6118,1007,995,Tpp
6119,206,249,Tpp
6120,335,135,Tpp
6121,534,905,Tpp
6122,316,468,Tpp
6123,975,614,Tpp
6124,392,78,Tpp
6125,212,424,Tpp
6126,340,766,Tpp
6127,566,936,Tpp
6128,628,639,Tpp
6129,363,789,Tpp
6130,419,926,Tpp
6131,896,868,Tpp
6132,5,546,Tpp
6133,91,67,Tpp
6134,488,412,Tpp
6135,854,603,Tpp
6136,14,368,Tpp
6137,952,106,Tpp
6138,712,928,Tpp
6139,67,569,Tpp
6140,386,202,Tpp
6141,25,983,Tpp
6142,73,489,Tpp
6143,359,961,Tpp
6144,2,775,Tpp
6145,950,476,Tpp
6146,501,754,Tpp
6147,725,606,Tpp
6148,871,706,Tpp
6149,0,894,Tpp
6150,944,764,Tpp
6151,590,547,Tpp
6152,631,41,Tpp
6153,136,195,Tpp
6154,593,708,Tpp
6155,879,375,Tpp
6156,1020,188,Tpp
6157,912,705,Tpp
6158,545,606,Tpp
6159,533,744,Tpp
6160,148,722,Tpp
6161,896,121,Tpp
6162,149,309,Tpp
6163,346,1004,Tpp
6164,598,422,Tpp
6165,996,6,Tpp
6166,168,755,Tpp
6167,58,149,Tpp
6168,667,569,Tpp
6169,582,788,Tpp
6170,886,914,Tpp
6171,533,765,Tpp
6172,962,1005,Tpp
6173,45,104,Tpp
6174,725,559,Tpp
6175,193,20,Tpp
6176,545,536,Tpp
6177,340,1018,Tpp
6178,9,744,Tpp
6179,842,489,Tpp
6180,914,786,Tpp
6181,886,545,Tpp
6182,108,906,None
6183,805,821,Tpp
6184,758,177,Tpp
6185,85,57,Tpp
6186,585,742,Tpp
6187,482,468,Tpp
6188,225,652,Tpp
6189,553,177,Tpp
6190,392,170,Tpp
6191,26,205,Tpp
6192,827,604,Tpp
6193,171,768,Tpp
6194,835,940,Tpp
6195,34,150,Tpp
6196,456,743,Tpp
6197,987,498,Tpp
6198,502,894,Tpp
6199,472,798,Tpp
6200,148,846,Tpp
6201,463,342,Tpp
6202,848,244,Tpp
6203,176,939,None
6204,733,812,Tpp
6205,602,593,Tpp
6206,376,810,Tpp
6207,17,859,Tpp
6208,905,929,Tpp
6209,55,788,Tpp
6210,637,846,Tpp
6211,315,699,Tpp
6212,587,77,Tpp
6213,162,652,Tpp
6214,616,522,Tpp
6215,630,937,Tpp
6216,815,189,Tpp
6217,289,309,Tpp
6218,14,228,Tpp
6219,27,960,Tpp
6220,385,250,Tpp
6221,741,798,Tpp
6222,499,868,Tpp
6223,330,822,Tpp
6224,364,835,Tpp
6225,831,8,Tpp
6226,527,938,Tpp
6227,411,662,Tpp
6228,220,21,Tpp
6229,687,764,Tpp
6230,1007,466,Tpp
6231,425,389,Tpp
6232,78,755,Tpp
6233,175,308,Tpp
6234,46,172,Tpp
6235,610,238,Tpp
6236,971,4,Tpp
6237,301,949,Tpp
6238,110,561,Tpp
6239,693,707,Tpp
6240,463,592,Tpp
6241,910,614,Tpp
6242,483,902,Tpp
6243,599,9,Tpp
6244,503,179,Tpp
6245,933,820,Tpp
6246,637,54,Tpp
6247,360,570,Tpp
6248,994,326,Tpp
6249,1021,1016,Tpp
6250,607,880,Tpp
6251,974,704,Tpp
6252,508,400,Tpp
6253,22,796,Tpp
6254,1020,764,Tpp
6255,511,869,Tpp
6256,617,894,Tpp
6257,245,67,Tpp
6258,858,796,Tpp
6259,161,195,Tpp
6260,392,380,Tpp
6261,628,775,Tpp
6262,669,913,Tpp
6263,581,855,Tpp
6264,677,846,Tpp
6265,604,410,Tpp
6266,899,892,Tpp
6267,611,355,Tpp
6268,673,581,Tpp
6269,689,822,Tpp
6270,329,447,Tpp
6271,892,928,Tpp
6272,238,675,Tpp
6273,728,330,Tpp
6274,308,20,Tpp
6275,469,743,Tpp
6276,984,797,Tpp
6277,106,479,Tpp
6278,815,627,Tpp
6279,961,636,Tpp
6280,666,614,Tpp
6281,1022,488,Tpp
6282,374,180,Tpp
6283,866,1015,Tpp
6284,861,523,Tpp
6285,559,995,Tpp
6286,924,568,Tpp
6287,104,43,Tpp
6288,1007,882,Tpp
6289,733,983,Tpp
6290,165,938,None
6291,965,153,Tpp
6292,48,444,Tpp
6293,40,67,Tpp
6294,579,433,Tpp
6295,141,90,Tpp
6296,946,4,Tpp
6297,214,801,Tpp
6298,500,411,Tpp
6299,360,87,Tpp
6300,796,938,Tpp
6301,26,938,Tpp
6302,367,241,Tpp
6303,520,883,Tpp
6304,924,706,Tpp
6305,1015,614,Tpp
6306,970,235,Tpp
6307,213,606,Tpp
6308,258,367,Tpp
6309,264,332,Tpp
6310,314,883,Tpp
6311,393,288,Tpp
6312,641,570,Tpp
6313,33,55,None
6314,632,810,Tpp
6315,821,939,Tpp
6316,212,381,Tpp
6317,301,745,Tpp
6318,507,334,Tpp
6319,20,334,Tpp
6320,62,558,Tpp
6321,476,434,Tpp
6322,359,755,Tpp
6323,1001,891,Tpp
6324,680,729,Tpp
6325,783,961,Tpp
6326,168,389,Tpp
6327,668,591,Tpp
6328,668,294,Tpp
6329,99,675,Tpp
6330,235,791,Tpp
6331,217,1004,Tpp
6332,289,194,Tpp
6333,566,960,Tpp
6334,471,844,Tpp
6335,733,592,Tpp
6336,552,960,Tpp
6337,137,699,Tpp
6338,335,273,Tpp
6339,239,400,Tpp
6340,431,490,Tpp
6341,572,514,Tpp
6342,163,870,Tpp
6343,403,788,Tpp
6344,489,590,Tpp
6345,875,61,Tpp
6346,994,397,Tpp
6347,277,80,Tpp
6348,489,892,Tpp
6349,321,274,Tpp
6350,177,894,Tpp
6351,143,204,Tpp
6352,598,468,Tpp
6353,744,938,Tpp
6354,534,55,Tpp
6355,386,20,Tpp
6356,803,99,Tpp
6357,987,683,Tpp
6358,561,401,Tpp
6359,200,584,Tpp
6360,144,573,Tpp
6361,534,536,Tpp
6362,684,786,Tpp
6363,353,994,Tpp
6364,232,44,Tpp
6365,789,559,Tpp
6366,124,721,Tpp
6367,645,810,Tpp
6368,282,755,Tpp
6369,564,523,Tpp
6370,462,753,Tpp
6371,680,545,Tpp
6372,220,791,Tpp
6373,368,561,Tpp
6374,602,730,Tpp
6375,374,226,Tpp
6376,919,259,Tpp
6377,911,938,Tpp
6378,287,768,Tpp
6379,797,983,Tpp
6380,869,29,Tpp
6381,385,776,Tpp
6382,852,884,Tpp
6383,630,270,Tpp
6384,899,569,Tpp
6385,18,412,Tpp
6386,821,774,Tpp
6387,487,639,Tpp
6388,796,592,Tpp
6389,617,156,Tpp
6390,905,995,Tpp
6391,120,905,None
6392,641,662,Tpp
6393,303,584,Tpp
6394,989,729,Tpp
6395,795,775,Tpp
6396,183,480,Tpp
6397,315,287,Tpp
6398,706,499,Tpp
6399,218,435,Tpp
6400,61,515,Tpp
6401,930,905,Tpp
6402,288,33,Tpp
6403,127,776,Tpp
6404,573,192,Tpp
6405,566,203,Tpp
6406,660,1017,Tpp
6407,15,159,Tpp
6408,704,638,Tpp
6409,425,179,Tpp
6410,797,431,Tpp
6411,573,378,Tpp
6412,951,359,Tpp
6413,174,721,Tpp
6414,854,993,Tpp
6415,715,469,Tpp
6416,74,941,None
6417,907,119,Tpp
6418,53,568,Tpp
6419,425,523,Tpp
6420,1014,521,Tpp
6421,162,469,Tpp
6422,392,766,Tpp
6423,975,982,Tpp
6424,1017,891,Tpp
6425,668,982,Tpp
6426,725,742,Tpp
6427,392,1018,Tpp
6428,288,972,Tpp
6429,27,754,Tpp
6430,1013,682,Tpp
6431,739,995,Tpp
6432,5,366,Tpp
6433,508,926,Tpp
6434,124,538,Tpp
6435,456,310,Tpp
6436,985,7,Tpp
6437,573,123,Tpp
6438,617,480,Tpp
6439,578,774,Tpp
6440,962,360,Tpp
6441,650,9,Tpp
6442,702,796,Tpp
6443,684,810,Tpp
6444,144,883,Tpp
6445,772,176,Tpp
6446,595,857,Tpp
6447,35,492,Tpp
6448,559,146,Tpp
6449,933,97,Tpp
6450,975,937,Tpp
6451,347,754,Tpp
6452,41,569,Tpp
6453,257,480,Tpp
6454,801,786,Tpp
6455,352,907,Tpp
6456,830,74,Tpp
6457,292,843,Tpp
6458,454,858,Tpp
6459,22,423,Tpp
6460,507,766,Tpp
6461,418,905,Tpp
6462,168,365,Tpp
6463,551,546,Tpp
6464,822,752,Tpp
6465,494,973,Tpp
6466,688,536,Tpp
6467,636,927,Tpp
6468,425,893,Tpp
6469,243,938,None
6470,192,90,Tpp
6471,426,477,Tpp
6472,592,914,Tpp
6473,426,343,Tpp
6474,271,367,Tpp
6475,1013,728,Tpp
6476,446,905,Tpp
6477,432,169,Tpp
6478,675,446,Tpp
6479,28,91,Tpp
6480,900,498,Tpp
6481,73,910,None
6482,610,973,Tpp
6483,809,591,Tpp
6484,33,951,Tpp
6485,938,499,Tpp
6486,950,751,Tpp
6487,988,914,Tpp
6488,258,571,Tpp
6489,566,433,Tpp
6490,869,797,Tpp
6491,533,559,Tpp
6492,1014,221,Tpp
6493,662,846,Tpp
6494,3,638,Tpp
6495,609,931,Tpp
6496,22,581,Tpp
6497,711,742,Tpp
6498,301,929,Tpp
6499,893,995,Tpp
6500,486,867,Tpp
6501,21,504,Tpp
6502,995,718,Tpp
6503,577,961,Tpp
6504,869,845,Tpp
6505,535,77,Tpp
6506,905,260,Tpp
6507,875,17,Tpp
6508,779,868,Tpp
6509,8,379,Tpp
6510,643,915,Tpp
6511,718,937,Tpp
6512,554,752,Tpp
6513,784,199,Tpp
6514,726,928,Tpp
6515,391,193,Tpp
6516,157,639,Tpp
6517,545,882,Tpp
6518,648,536,Tpp
6519,925,810,Tpp
6520,546,904,Tpp
6521,299,768,Tpp
6522,650,1018,Tpp
6523,32,929,Tpp
6524,212,33,Tpp
6525,520,168,Tpp
6526,928,489,Tpp
6527,610,513,Tpp
6528,328,79,Tpp
6529,334,775,Tpp
6530,717,894,Tpp
6531,586,123,Tpp
6532,9,242,Tpp
6533,334,433,Tpp
6534,585,905,Tpp
6535,838,17,Tpp
6536,65,729,Tpp
6537,82,972,Tpp
6538,253,356,Tpp
6539,751,821,Tpp
6540,937,893,Tpp
6541,852,213,Tpp
6542,874,545,Tpp
6543,368,800,Tpp
6544,695,433,Tpp
6545,489,456,Tpp
6546,416,766,Tpp
6547,22,219,Tpp
6548,21,651,Tpp
6549,622,765,Tpp
6550,714,798,Tpp
6551,461,867,Tpp
6552,32,36,None
6553,520,333,Tpp
6554,41,35,None
6555,950,637,Tpp
6556,802,558,Tpp
6557,144,789,Tpp
6558,880,627,Tpp
6559,160,56,Tpp
6560,12,24,None
6561,522,927,Tpp
6562,592,890,Tpp
6563,70,503,Tpp
6564,668,523,Tpp
6565,11,797,Tpp
6566,185,996,Tpp
6567,894,512,Tpp
6568,585,354,Tpp
6569,373,275,Tpp
6570,823,476,Tpp
6571,1000,774,Tpp
6572,105,994,Tpp
6573,327,1016,Tpp
6574,10,494,Tpp
6575,636,581,Tpp
6576,559,583,Tpp
6577,654,365,Tpp
6578,87,469,Tpp
6579,455,675,Tpp
6580,694,500,Tpp
6581,69,1020,Tpp
6582,206,433,Tpp
6583,52,159,Tpp
6584,451,296,Tpp
6585,246,812,Tpp
6586,8,883,Tpp
6587,47,906,Tpp
6588,673,605,Tpp
6589,225,379,Tpp
6590,912,245,Tpp
6591,502,547,Tpp
6592,964,37,Tpp
6593,719,916,Tpp
6594,382,799,Tpp
6595,982,882,Tpp
6596,437,434,Tpp
6597,367,147,Tpp
6598,757,730,Tpp
6599,708,569,Tpp
6600,224,907,Tpp
6601,662,581,Tpp
6602,482,582,Tpp
6603,878,904,Tpp
6604,732,916,Tpp
6605,359,938,Tpp
6606,34,241,Tpp
6607,315,78,Tpp
6608,534,237,Tpp
6609,874,591,Tpp
6610,107,884,Tpp
6611,497,927,Tpp
6612,461,477,Tpp
6613,655,457,Tpp
6614,592,271,Tpp
6615,75,1006,Tpp
6616,663,903,Tpp
6617,117,860,Tpp
6618,986,313,Tpp
6619,863,153,Tpp
6620,15,684,Tpp
6621,19,1018,Tpp
6622,542,858,Tpp
6623,6,355,Tpp
6624,636,537,Tpp
6625,694,480,Tpp
6626,406,798,Tpp
6627,51,937,Tpp
6628,768,776,Tpp
6629,251,34,Tpp
6630,947,845,Tpp
6631,935,774,Tpp
6632,713,765,Tpp
6633,444,11,Tpp
6634,898,706,Tpp
6635,752,1017,Tpp
6636,437,915,Tpp
6637,757,915,Tpp
6638,135,264,Tpp
6639,334,88,Tpp
6640,189,800,Tpp
6641,2,809,Tpp
6642,143,318,Tpp
6643,974,868,Tpp
6644,162,379,Tpp
6645,586,403,Tpp
6646,1010,50,Tpp
6647,692,774,Tpp
6648,885,637,Tpp
6649,315,907,Tpp
6650,745,982,Tpp
6651,200,493,Tpp
6652,60,445,Tpp
6653,508,912,Tpp
6654,547,469,Tpp
6655,378,788,Tpp
6656,674,537,Tpp
6657,872,751,Tpp
6658,231,20,Tpp
6659,306,893,Tpp
6660,925,544,Tpp
6661,981,513,Tpp
6662,923,314,Tpp
6663,494,401,Tpp
6664,597,930,Tpp
6665,950,1005,Tpp
6666,518,832,Tpp
6667,175,583,Tpp
6668,817,29,Tpp
6669,822,915,Tpp
6670,141,836,Tpp
6671,223,768,Tpp
6672,661,765,Tpp
6673,168,318,Tpp
6674,588,822,Tpp
6675,695,546,Tpp
6676,89,916,None
6677,97,218,Tpp
6678,1022,50,Tpp
6679,155,203,Tpp
6680,296,250,Tpp
6681,257,88,Tpp
6682,373,638,Tpp
6683,719,982,Tpp
6684,463,915,Tpp
6685,922,867,Tpp
6686,648,719,Tpp
6687,553,523,Tpp
6688,926,1004,Tpp
6689,666,869,Tpp
6690,69,11,None
6691,887,477,Tpp
6692,373,366,Tpp
6693,898,637,Tpp
6694,35,797,Tpp
6695,539,524,Tpp
6696,720,962,Tpp
6697,809,638,Tpp
6698,809,916,Tpp
6699,923,337,Tpp
6700,365,907,Tpp
6701,616,775,Tpp
6702,1012,315,Tpp
6703,207,955,None
6704,384,894,Tpp
6705,509,995,Tpp
6706,308,1003,Tpp
6707,694,201,Tpp
6708,834,684,Tpp
6709,236,972,Tpp
6710,185,973,Tpp
6711,69,523,Tpp
6712,526,502,Tpp
6713,1014,498,Tpp
6714,771,17,Tpp
6715,104,955,None
6716,997,843,Tpp
6717,360,639,Tpp
6718,252,402,Tpp
6719,112,1005,Tpp
6720,694,271,Tpp
6721,77,894,Tpp
6722,675,99,Tpp
6723,888,244,Tpp
6724,152,894,Tpp
6725,77,982,Tpp
6726,680,590,Tpp
6727,603,938,Tpp
6728,418,379,Tpp
6729,862,637,Tpp
6730,2,525,Tpp
6731,66,66,Tpp
6732,279,357,Tpp
6733,91,683,Tpp
6734,1001,660,Tpp
6735,379,10,Tpp
6736,9,58,None
6737,88,869,Tpp
6738,203,894,Tpp
6739,436,477,Tpp
6740,604,502,Tpp
6741,9,330,Tpp
6742,23,445,Tpp
6743,71,149,Tpp
6744,2,228,Tpp
6745,401,1017,Tpp
6746,514,479,Tpp
6747,797,155,Tpp
6748,427,786,Tpp
6749,271,756,Tpp
6750,970,795,Tpp
6751,329,333,Tpp
6752,681,1004,Tpp
6753,288,1018,Tpp
6754,523,778,Tpp
6755,822,708,Tpp
6756,96,35,Tpp
6757,200,172,Tpp
6758,269,89,Tpp
6759,746,1005,Tpp
6760,174,80,Tpp
6761,654,545,Tpp
6762,988,752,Tpp
6763,1003,15,Tpp
6764,163,1005,Tpp
6765,682,108,Tpp
6766,42,548,Tpp
6767,213,355,Tpp
6768,729,776,Tpp
6769,379,192,Tpp
6770,975,475,Tpp
6771,823,338,Tpp
6772,144,158,Tpp
6773,89,1006,Tpp
6774,616,200,Tpp
6775,514,895,Tpp
6776,898,659,Tpp
6777,541,64,Tpp
6778,641,522,Tpp
6779,611,261,Tpp
6780,501,593,Tpp
6781,982,420,Tpp
6782,96,194,Tpp
6783,987,591,Tpp
6784,94,971,Tpp
6785,848,430,Tpp
6786,270,593,Tpp
6787,129,113,Tpp
6788,720,247,Tpp
6789,35,423,Tpp
6790,936,1004,Tpp
6791,9,628,Tpp
6792,901,245,Tpp
6793,1021,233,Tpp
6794,49,39,None
6795,347,205,Tpp
6796,72,930,None
6797,664,821,Tpp
6798,860,544,Tpp
6799,304,800,Tpp
6800,861,983,Tpp
6801,483,445,Tpp
6802,175,800,Tpp
6803,423,916,Tpp
6804,306,980,Tpp
6805,699,560,Tpp
6806,191,777,Tpp
6807,720,153,Tpp
6808,687,557,Tpp
6809,105,973,Tpp
6810,792,798,Tpp
6811,575,796,Tpp
6812,477,18,Tpp
6813,195,955,None
6814,655,247,Tpp
6815,798,16,Tpp
6816,663,237,Tpp
6817,791,30,Tpp
6818,629,502,Tpp
6819,738,928,Tpp
6820,199,31,Tpp
6821,578,364,Tpp
6822,1000,915,Tpp
6823,548,843,Tpp
6824,900,155,Tpp
6825,709,859,Tpp
6826,144,433,Tpp
6827,9,150,Tpp
6828,1009,819,Tpp
6829,601,889,Tpp
6830,10,651,Tpp
6831,573,146,Tpp
6832,244,593,Tpp
6833,721,498,Tpp
6834,1,916,Tpp
6835,47,720,Tpp
6836,2,730,Tpp
6837,560,973,Tpp
6838,804,7,Tpp
6839,114,776,Tpp
6840,60,57,Tpp
6841,720,546,Tpp
6842,528,787,Tpp
6843,133,35,Tpp
6844,19,34,None
6845,142,731,Tpp
6846,886,521,Tpp
6847,1022,794,Tpp
6848,25,892,Tpp
6849,743,707,Tpp
6850,83,194,Tpp
6851,564,890,Tpp
6852,419,333,Tpp
6853,740,260,Tpp
6854,445,844,Tpp
6855,633,787,Tpp
6856,689,490,Tpp
6857,678,799,Tpp
6858,943,1017,Tpp
6859,132,955,None
6860,661,470,Tpp
6861,949,706,Tpp
6862,566,776,Tpp
6863,326,722,Tpp
6864,556,858,Tpp
6865,151,869,Tpp
6866,290,240,Tpp
6867,806,797,Tpp
6868,989,982,Tpp
6869,1014,704,Tpp
6870,342,821,Tpp
6871,590,477,Tpp
6872,754,869,Tpp
6873,155,919,None
6874,941,511,Tpp
6875,476,894,Tpp
6876,951,430,Tpp
6877,65,23,None
6878,534,168,Tpp
6879,559,765,Tpp
6880,1013,660,Tpp
6881,979,786,Tpp
6882,918,490,Tpp
6883,334,479,Tpp
6884,212,103,Tpp
6885,567,730,Tpp
6886,577,913,Tpp
6887,303,265,Tpp
6888,840,928,Tpp
6889,500,1004,Tpp
6890,593,755,Tpp
6891,930,882,Tpp
6892,962,774,Tpp
6893,677,120,Tpp
6894,841,1015,Tpp
6895,65,684,Tpp
6896,462,18,Tpp
6897,430,720,Tpp
6898,798,857,Tpp
6899,344,798,Tpp
6900,438,683,Tpp
6901,231,435,Tpp
6902,462,937,Tpp
6903,167,955,None
6904,4,389,Tpp
6905,469,1018,Tpp
6906,57,102,Tpp
6907,1021,582,Tpp
6908,38,44,None
6909,122,35,Tpp
6910,587,797,Tpp
6911,5,685,Tpp
6912,284,271,Tpp
6913,829,820,Tpp
6914,780,775,Tpp
6915,845,752,Tpp
6916,191,918,Tpp
6917,857,868,Tpp
6918,43,12,None
6919,987,705,Tpp
6920,879,927,Tpp
6921,380,217,Tpp
6922,1002,984,Tpp
6923,720,478,Tpp
6924,334,731,Tpp
6925,708,914,Tpp
6926,239,801,Tpp
6927,398,962,Tpp
6928,523,377,Tpp
6929,170,971,Tpp
6930,925,916,Tpp
6931,860,915,Tpp
6932,155,479,Tpp
6933,494,882,Tpp
6934,555,799,Tpp
6935,968,928,Tpp
6936,51,20,None
6937,347,593,Tpp
6938,304,309,Tpp
6939,932,867,Tpp
6940,1005,786,Tpp
6941,807,775,Tpp
6942,127,919,None
6943,782,176,Tpp
6944,949,521,Tpp
6945,952,452,Tpp
6946,149,80,Tpp
6947,523,844,Tpp
6948,31,883,Tpp
6949,211,1018,Tpp
6950,343,560,Tpp
6951,78,23,None
6952,327,907,Tpp
6953,21,516,Tpp
6954,910,773,Tpp
6955,20,57,None
6956,67,789,Tpp
6957,691,569,Tpp
6958,820,892,Tpp
6959,155,0,Tpp
6960,475,273,Tpp
6961,530,837,Tpp
6962,113,1,Tpp
6963,32,905,Tpp
6964,133,1019,Tpp
6965,107,1020,Tpp
6966,281,0,Tpp
6967,668,937,Tpp
6968,904,535,Tpp
6969,59,241,Tpp
6970,874,568,Tpp
6971,585,927,Tpp
6972,317,799,Tpp
6973,937,683,Tpp
6974,688,582,Tpp
6975,588,935,Tpp
6976,551,819,Tpp
6977,1023,95,Tpp
6978,551,775,Tpp
6979,579,891,Tpp
6980,73,920,None
6981,553,892,Tpp
6982,947,868,Tpp
6983,537,893,Tpp
6984,56,930,Tpp
6985,71,81,Tpp
6986,470,821,Tpp
6987,491,908,Tpp
6988,938,915,Tpp
6989,334,917,Tpp
6990,823,592,Tpp
6991,614,939,Tpp
6992,861,1004,Tpp
6993,907,869,Tpp
6994,551,792,Tpp
6995,263,928,Tpp
6996,1000,475,Tpp
6997,950,614,Tpp
6998,630,545,Tpp
6999,572,1017,Tpp
7000,51,1,None
7001,654,729,Tpp
7002,85,933,None
7003,138,567,Tpp
7004,62,44,None
7005,581,754,Tpp
7006,330,799,Tpp
7007,846,980,Tpp
7008,574,764,Tpp
7009,832,775,Tpp
7010,1,503,Tpp
7011,154,955,None
7012,477,455,Tpp
7013,526,913,Tpp
7014,1021,740,Tpp
7015,80,955,None
7016,581,810,Tpp
7017,649,470,Tpp
7018,7,1022,Tpp
7019,911,683,Tpp
7020,764,1019,Tpp
7021,89,0,None
7022,217,135,Tpp
7023,687,845,Tpp
7024,211,973,Tpp
7025,174,920,None
7026,962,916,Tpp
7027,560,785,Tpp
7028,146,906,None
7029,347,273,Tpp
7030,997,797,Tpp
7031,565,799,Tpp
7032,96,906,None
7033,597,878,Tpp
7034,1023,867,Tpp
7035,29,23,None
7036,493,380,Tpp
7037,590,432,Tpp
7038,51,48,None
7039,219,456,Tpp
7040,1012,773,Tpp
7041,145,929,None
7042,0,23,None
7043,663,536,Tpp
7044,847,798,Tpp
7045,975,892,Tpp
7046,92,956,None
7047,268,0,Tpp
7048,175,910,None
7049,132,907,None
7050,220,955,None
7051,96,927,None
7052,703,894,Tpp
7053,41,21,None
7054,158,905,None
7055,244,0,Tpp
7056,579,936,Tpp
7057,960,6,Tpp
7058,785,546,Tpp
7059,1020,29,Tpp
7060,731,545,Tpp
7061,3,45,None
7062,67,549,Tpp
7063,611,169,Tpp
7064,874,983,Tpp
7065,175,929,None
